corpus	sentence
itwac	Chariza del Monte Toomei , io mi fido di voi e della vostra [SEP] spada [SEP] perché leggo nei vostri occhi il senso di giustizia che ma manca in quelli dei miei guerrieri !
itwac	Questi colleghi distaccati non hanno certamente l' assillo quotidiano degli adempimenti amministrativi volutamente ingarbugliati , spesso solo formali e vuoti , delle normative farraginose e proliferanti da interpretare e delle tante irrazionalità che costellano ormai la nostra esperienza professionale di tutti i giorni ( il sistema delle supplenze , la normativa sugli scioperi , la [SEP] spada [SEP] di Damocle permanente della sicurezza , l' Autonomia priva di risorse , svuotata e resa virtale , la Dirigenza ridotta a un simulacro nel gioco perverso di certi rituali della collegialità e via elencando ) .
itwac	Fu prescelto Louis de Pandaillon de Gondrin , duca d' Antin e pari di Francia , che doveva distinguersi per esserci con successo opposto , [SEP] spada [SEP] in pugno , alle persecuzioni poliziesche avviate contro la Massoneria , affrontando direttamente il capo della polizia .
itwac	Sulle tue labbra un bacio come una lenta spina o un mare che volò mutato in specchio , come il brillio d' un' ala , è ancora mani , è ancora crepitio di capelli , fruscio vendicatore della luce , luce o [SEP] spada [SEP] mortale sul mio collo minaccia , ma non potrà distruggere l' unità di questo mondo .
itwac	" , " The dark side " n. 5 / '85 " La bambola di pezza " , " Pulp " n. 10 , ed. Pulp , '85 " Lo scettro del dolore " , in " Magie e stregoni " , " Enciclopedia della fantascienza " n. 14 , ed. Fanucci , '85 " La spada degli dèi " , in appendice a " Lungo i mari del fato " , di N. Barrett jr. , " I libri di fantasy " n. 14 , ed. Fanucci , '85 " Polvere di stelle " , " Thx 1138 " n. 3 , '85 " Inchiesta " , " La [SEP] spada [SEP] spezzata " n. 13 ,  85 " Intervista " , idem " Unità biomeccanica " , in appendice a " Kesrick di Dragon Rouge " , di L. Carter , " Galaxis " n. 5 , ed. Scorpio , '86 , e " Il meglio della fantascienza " n. 5 , ed. New Scorpio , '87 " Benedictus Dominus Deus Israel " , in " Le ali della fantasia / 7 " , " Thule " n. 15 , ed. Solfanelli , '88 - finalista al Premio Tolkien '86 , racconti " Cavalieri dei cieli " , " Future shock " n. 3 , '87 " Sommo per i posteri " , in " Pianeta Italia " , " Narratori europei di science fiction " n. 1 , ed. Perseo libri , '89 " Quella lunga notte " , " Futuro Europa " n. 3 , ed. Perseo libri , '89 " Le rosse alghe di Atlantide " , " Space opera-Fancon " n. 2 , '90 " La stella a sette punte " , " La gazzetta del mezzogiorno " del 15 agosto '92 , in " Stella a due punte " , " La spada spezzata " n. 18 , '91 , " L' altro spazio-Vox futura " n. 13 ,  93 " L' uomo che creò la propria morte " , " Esquire " , '91 e in " Stella a due punte " , op. cit .
itwac	Con la sua [SEP] spada [SEP] di plastica rompeva tutti i cuscini di casa e un giorno mamma e papa' decisero che era arrivato il momento di farlo sfogare in una palestra di scherma , a Venezia .
itwac	E' quello che è in grado di infliggere qualunque pena : [SEP] spada [SEP] , fame , malattie , belve feroci .
itwac	Non aveva detto " Io sono la [SEP] spada [SEP] che dividerà il fratello dal fratello " ?
itwac	Pasta Con Sugo Di Pesce Spada Postato da Shirley il Martedì , 13 aprile @ 15:34:45 CEST 4 Porzioni 1 Fetta Pesce [SEP] Spada [SEP] - Salsa Di Pomodoro - 1 Spicchio Aglio - Prezzemolo - 1 Peperoncino Fresco - Olio D' oliva - 1 Melanzana Grande - Sale - 1 Bicchiere Vino Bianco Secco - Pasta Tipo Pasta Corta Lavate la melanzana , tagliatela a dadini , salatela e lasciate scolare l' amaro .
itwac	L' unica vera novità è che cadono gli indizi di colpevolezza per tredici dei diciotto ricorrenti : si tratta del gruppo dei tarantini dei Cobas attorno a Salvatore Stasi ( che comunque sono indagati a Taranto per associazione sovversiva ) e del cosentino Giancarlo Mattia , un signore con la barba bianca difeso a [SEP] spada [SEP] tratta anche dalla Caritas calabrese .
itwac	Fatta una breve sosta , spronò il cavallo bianco e con la [SEP] spada [SEP] snudata si pose in testa alla prima schiera composta di quattordici compagnie .
itwac	Costui non lo perdeva di vista , e gli sguardi dei due uomini s' incrociavano come lame di [SEP] spade [SEP] frementi .
itwac	A sostenerlo e' il Pm della Procura di Bologna Licia Scagliarini che , da sabato scorso , e' a lavoro sul caso di violenza sessuale consumato ai danni di una 15 enne aggredita , mentre passeggiava nel parco di Villa [SEP] Spada [SEP] a Bologna , insieme ad un amico 17 enne .
itwac	Le [SEP] spade [SEP] vengono sguainate ma , nuovo colpo di scena , Heinrich si pone a difesa dell' autorità imperiale .
itwac	Pensa poi a quel tosoni che è fuori come una mina ma difende il suo amore per il sedere a [SEP] spada [SEP] tratta e si incazza se per questioni di culo la cravatta non è proprio di marinella , rimproveri qualcosa di buono i simpatici masturbatori di rose stanno portando avanti con alterna fortuna e tanta buona volontà .
itwac	POLONIA : ABORTO , SPADE INCROCIATE TRA CLERO E ONU / ANSA VESCOVO CRACOVIA SI SCAGLIA CONTRO NAZIONI UNITE ( ANSA ) - VARSAVIA , 10 NOV - [SEP] Spade [SEP] incrociate a distanza tra il clero polacco e l' Onu sulla questione dell' aborto e sulla condizione femminile in Polonia .
itwac	118 Con briglia e sproni i cavallieri instando , risalir feron subito i destrieri ; e donde gittar l' aste , preso il brando , si tornato a ferir crudeli e fieri : di qua di là con maestria girando gli animosi cavalli atti e leggieri , con le pungenti [SEP] spade [SEP] incominciaro a tentar dove il ferro era più raro .
itwac	non può " - questa è una deduzione infondata da ogni punto di vista , perché se l' indù e il giapponese potevano chiamare fulmine una [SEP] spada [SEP] di legno o di metallo in un' epoca in cui tali armi avevano un " uso reale " , è difficile capire per quale motivo l' uomo primitivo , che in un certo senso era anche sciamanista , non debba essersi comportato allo stesso modo .
itwac	Link può difendersi con lo scudo tramite il pulsante R , e colpire i nemici con la propria [SEP] spada [SEP] .
itwac	I risultati di quest' indagine , che disegna una vera e propria mappa non solo della presenza , ma anche delle problematiche relative all' inserimento dei piccoli alunni stranieri , sono stati presentati nel corso di una giornata di studio a Palazzo [SEP] Spada [SEP] promossa dal Comune di Terni e da Cidis / Alisei .
itwac	[ 13 ] Quando il Signore tuo Dio l' avrà data nelle tue mani , ne colpirai a fil di [SEP] spada [SEP] tutti i maschi ; [ 14 ] ma le donne , i bambini , il bestiame e quanto sarà nella città , tutto il suo bottino , li prenderai come tua preda ; mangerai il bottino dei tuoi nemici , che il Signore tuo Dio ti avrà dato .
itwac	La confusione nello spazio che si aprì davanti ai suoi occhi era indescrivibile , un numero imprecisato di uomini si stava affrontando , diviso in coppie , su tutto il campo di sabbia ed il clangore delle [SEP] spade [SEP] di legno e degli scudi , che sbattevano le une contro gli altri , e le grida degli allenatori e dei gladiatori rispondevano come un' eco distorta agli strepiti degli spettatori .
itwac	Il Reuccio lo agguanta per la coda con una mano , e cava la [SEP] spada [SEP] con l' altra .
itwac	Penso che di [SEP] spada [SEP] ce ne siano più di quanto si immagini sopratutto in particolari zone .
itwac	[SEP] Spada [SEP] da stocco ( ted .
itwac	Sotto le absidi della Pieve è emersa una ricca stratificazione archeologica all' interno della quale fu rinvenuta una [SEP] spada [SEP] , datata tarda età del bronzo .
itwac	IL DIRETTORE GENERALE Antonio Giunta La [SEP] Spada [SEP] Dipartimento per lo sviluppo dell' istruzione Direzione Generale per le Relazioni Internazionali Circolare Ministeriale 13 febbraio 2003 , n. 20 Prot .
itwac	Sefatià figlio di Mattàn , Godolia figlio di Pascùr , Iucàl figlio di Selemia e Pascùr figlio di Malchia udirono queste parole che Geremia rivolgeva a tutto il popolo : " Dice il Signore : Chi rimane in questa città morirà di [SEP] spada [SEP] , di fame e di peste , mentre chi passerà ai Caldei vivrà : per lui la sua vita sarà come bottino e vivrà .
itwac	Il volume può essere richiesto alla figlia : PAOLA FORLANI - Stradello [SEP] Spada [SEP] , 2 - 40062 S .
itwac	Da vicino la vostra [SEP] spada [SEP] si rivela per quella che è : un manico di legno .
itwac	L' elmo rotto , la [SEP] spada [SEP] in frantumi , alle acque l' affidaron gli amici .
itwac	Ecco perché « non abbiamo gradito questa nuova offerta all' ingrosso ; ho visto che i commenti dei miei colleghi , a caldo , non sono stati infatti lusinghieri » , aggiunge [SEP] Spada [SEP] .
itwac	Altre manifestazioni da non perdere sono di certo il battesimo del piazzale antistante Palazzo [SEP] Spada [SEP] col nome di " Piazza Ridolfi " che si terrà il prossimo 7 maggio e la mostra che verrà allestita all' ex Siri proprio per celebrare il genio architettonico e urbanistico di Ridolfi .
itwac	con 3 scorfani e uno sciabola allamato per la coda a 280 mt !! Rispetto al 04 l' eco segna molto piu' pesce sembrano pero' piu' che altro sgombretti sugarelli e palle di acciughie , i tonnetti per ora se ci sono non sono molti , ma spero che arrivino data la grande abbondanza di pescetti foraggio , confermata da altri amici in lougo i quali hanno catturato sabato due piccoli [SEP] Spada [SEP] da 15 kg ...
itwac	- Ci ritroveremo fra tre giorni , ma non qui  Rosshal sollevò finalmente la sua poderosa mole stringendo la cinghia della [SEP] spada [SEP] .
itwac	MADRE ( dolcissima e orgogliosa ) Dovevi vederlo tuo padre , Cenzino , in testa a tutti scalmanato che pareva Rinaldo con le due [SEP] spade [SEP] !
itwac	Ridendo il lupo nero si gettò sulla bestia inerme , lasciò la [SEP] spada [SEP] a terra ed iniziò ad artigliare la preda , sventrandola , facendone schizzare per tutta la stanza pezzi di viscere , il suo sangue era viscoso , le carni unte e marcescenti , ed il lupo provò un malsano piacere mentre con le unghie si apriva una strada nel torace del mostro , fino a strappare un cuore nero e secco , grosso quanto il suo pugno , si voltò verso l' inquisitrice e le gettò il cuore della bestia , un gesto dai significati tribali che la ragazza prese come un primo atto di barbarie .
itwac	Vengono con queste armi e con gli loro ordini a trovare il nimico , il quale , se è bene armato per difendersi , come erano gli uomini d' arme del Carmignuola che gli fece scendere a piè , viene con la spada e ne' suoi ordini a trovargli ; e non ha altra difficultà che accostarsi a ' Svizzeri tanto che gli aggiunga con la spada ; perché , come gli ha aggiunti , li combatte securamente , perché il tedesco non può dare con la picca al nimico che gli è presso per la lunghezza della asta , e gli conviene mettere mano alla [SEP] spada [SEP] , la quale è a lui inutile , sendo egli disarmato e avendo all' incontro uno nimico che sia tutto armato .
itwac	L' uomo , Qiu Chengwei , ha ucciso a coltellate Zhu Caoyuan perché si era rifiutato di restituirgli la " [SEP] spada [SEP] virtuale " che gli aveva sottratto nel corso del gioco .
itwac	Il primo ad arrivare fu proprio il capo , e fu anche il primo a cadere per un precisissimo e velocissimo colpo di spada al fianco , proprio dove l' armatura non protegge , poi il cavaliere d' oro parò due colpi d' altrettanti avversari , uno alla testa , un altro al petto , e rispose ad entrambi con un doppio colpo alla gola così veloce che più che le [SEP] spade [SEP] si vide il sangue che subito fiottò .
itwac	Allora Saul prese la [SEP] spada [SEP] e vi si gettò sopra .
itwac	Diventerà ricettacolo , calice sacro , dove Volontà e Potere potranno immergere la [SEP] spada [SEP] di Luce e nell' attimo di questa magica fusione nascerà la Perla dell' Amore , l' essenza della nuova vita .
itwac	Aver mantenuto in vigore la Costituzione del 1948 anche dopo la riforma elettorale maggioritaria significa , di fatto , porre una [SEP] spada [SEP] di Damocle sui governi scaturiti dai risultati delle elezioni .
itwac	Il naso diritto come una [SEP] spada [SEP] appena sguainata .
itwac	Enzo Carra ( Margherita ) attacca il ministro , accusandolo di « sorprendente zelo con cui ora difenda a [SEP] spada [SEP] tratta il governatore di Bankitalia .
itwac	Ore 18.30 - 19.30 - 20.30 - 21.30 : Cene di Enologica con degustazione guidata dai sommelier Roberto Gardini e Andrea [SEP] Spada [SEP] ( i menù delle Cene sono pubblicati sul sito www.faenzafiere.it , nella sezione dedicata alla fiera , la prenotazione è obbligatoria ) .
itwac	A Palazzo [SEP] Spada [SEP] il Sindaco Paolo Raffaelli e l' assessore alla mobilità Giuseppe Boccolini hanno presentato il nuovo piano per la viabilità che è stato approvato dalla Giunta e che ora sarà trasmesso al Consiglio Comunale .
itwac	La [SEP] spada [SEP] affilata indica l' efficacia della parola di Dio .
itwac	E quando tornò l' aria limpida vide l' umano dalla strana [SEP] spada [SEP] in piedi ove era il viandate , un groviglio di corpi nei calcinacci di una casa , tra cui anche il kender e l' essere che lo aveva catturato .
itwac	Spiedini Di Pesce [SEP] Spada [SEP] All' aneto Postato da Shirley il Domenica , 04 aprile @ 15:34:45 CEST 4 Porzioni 200 G Pesce Spada ( fette Da 200 G ) - 4 Filetti Di Sogliola - 1 Mazzetto Rucola - 4 Carote Piccole - Pasta D' acciughe - 50 G Burro - Aneto - Olio D' oliva - Sale - Pepe Tagliate il pesce spada a dadi di 2 cm di lato , unitevi la rucola tagliuzzata , un filo di olio e pepe .
itwac	La [SEP] spada [SEP] separa , il fuoco brucia ; ma tutt ' e due giovano alla salvezza .
itwac	- Kageboshi è la [SEP] spada [SEP] che dovevi proteggere  disse attaccando ancora e ancora , roteando e seguendo con lo sguardo ogni minimo spostamento del Maestro per quanto rapido esso fosse  Meriti di morire trafitto sa essa !
itwac	In quel momento la [SEP] spada [SEP] si spezza misteriosamente : segno , secondo un' antica leggenda , di pace .
itwac	4 Melissa in questo tempo , ch ' era fonte di quanto sappia incantatore o mago , avea cangiata la feminil fronte , e del gran re d' Algier presa l' imago : sembrava al viso , ai gesti Rodomonte , e parea armata di pelle di drago ; e tal lo scudo e tal la [SEP] spada [SEP] al fianco avea , quale usava egli , e nulla manco .
itwac	87 Marfisa , che fu sempre disiosa di provar quei di Carlo a [SEP] spada [SEP] e a lancia , né l' avea indotta a venire altra cosa di sì lontana regione in Francia , se non per esser certa se famosa lor nominanza era per vero o ciancia , tosto d' andar con lor partito prese , che d' Agramante il gran bisogno intese .
itwac	Vuol dire che per quando entrano gli [SEP] spada [SEP] sarò forse pronto !
itwac	La [SEP] spada [SEP] era l' arma dei soldati romani per combattere sia in guerra che in pace , proprio come i nostri poliziotti portano la pistola per difendere la legge e riportare la pace .
itwac	Corse in camera , chiamò il suo servitore muto perché lo aiutasse ad indossare il mantello nero su una immacolata camicia bianca , gli stivaloni neri , indossò la maschera scura , la [SEP] spada [SEP] al fianco , si disegnò i baffi con il carboncino , e via finalmente protagonista .
itwac	San Michele sa che può contare solo sulla sua [SEP] spada [SEP] .
itwac	11 Indosso la corazza , l' elmo in testa , la [SEP] spada [SEP] al fianco , e in braccio avea lo scudo ; e più leggier correa per la foresta , ch ' al pallio rosso il villan mezzo ignudo .
itwac	Ricordo che , appena arrivato in Giappone , abbiamo fatto un viaggio all' interno di una folta foresta per arrivare , a bordo di un carretto , in un villaggio dove ci aspettava un maestro di [SEP] spada [SEP] .
itwac	L' alma che sente il suo peccato immondo , pate dentro da sé tal penitenza , ch ' avanza ogn ' altro corporal martire che dar mi possa alcun del mio fallire ; 23 quando fallir sia quel che si fa a forza : ma sia quel che si vuol , tu sappil ' anco ; poi con la [SEP] spada [SEP] da la immonda scorza scioglie lo spirto imaculato e bianco , e le mie luci eternamente ammorza ; che dopo tanto vituperio , almanco tenerle basse ognor non mi bisogni , e di ciascun ch ' io vegga , io mi vergogni .
itwac	Piccoli involtini di pesce [SEP] spada [SEP] alla siciliana , con ripieno " classico " e pistacchi , con pomodorini ( dei pachino saporiti , incredibile !
itwac	Indio diceva sempre : " Cesar , permetti sempre a te stesso di essere trafitto , e ti rifiuti di usare la [SEP] spada [SEP] .
itwac	I guerrieri neri risero di gusto e si avventarono contro il terzetto con urla animalesche , le braccia che brandivano centinaia di [SEP] spade [SEP] alzate e minacciose e gli occhi fiammeggianti , decisi a finirli ; ma la resistenza si presentò più dura del previsto .
itwac	Nutre anche un discreto interesse ad abbinare la magia all' arte della guerra e della [SEP] spada [SEP] , forse per un distorto desiderio di rivalsa per quell' esperimento mal riuscito .
itwac	Hans Rudolf Hilfiker-Dunn ( " Nothung " : un nome derivante dalla [SEP] spada [SEP] del Parzival wagneriano ) , nato il 4 maggio 1882 a Aargau , in Svizzera , ricevette il suo I ° il 2 dicembre 1916 alla Loggia O.T.O. di Reuss " Monte Verità " o " Verità Mistica " .
itwac	Lo re Manfredi veggendo apparire l' oste del re Carlo , avuto suo consiglio , prese partito del combattere , e d' uscire fuori a campo con sua cavalleria , per assalire la gente del re Carlo anzi che si riposassono ; ma in ciò prese mal partito , che se fosse atteso uno o due giorni , lo re Carlo e sua oste erano morti e presi sanza colpo di [SEP] spada [SEP] , per difalta di vivanda per loro e per gli loro cavagli ; ché ' l giorno dinanzi che giugnessono a piè di Benevento , per nicessità di vittuaglia , molti di sua oste convenne vivesse di cavoli , e' loro cavagli di torsi , sanza altro pane , o biada per gli cavagli , e la moneta per dispendere era loro fallita .
itwac	Infatti la coppa e la spada si unirebbero nel ricordo di quel culto unico , il culto della madre Terra : l' elemento femminile , e del Sole : l' elemento maschile , appunto rappresentato in questa simbologia dalla [SEP] spada [SEP] , e macroscopicamente , tra le civiltà megalitiche , con l' erezione del menhir , la " roccia " conficcata nel ventre materno della terra bruna .
itwac	Obi-Wan Kenobi , Anakin Skywalker e Shaak Ti dovranno affrontare il Generale Grievous , un droide programmato per combattere i Cavalieri Jedi , che ha la sgradevole abitudine di collezionare le [SEP] spade [SEP] laser dei contendenti sconfitti .
itwac	Cosa ne pensi dei SPEEDY LOCK della STONFO ?? [SEP] spada [SEP] mi spiace ma non li ho presente .
itwac	" Allora quelli che eran con lui , vedendo ciò che stava per accadere , dissero : « Signore , dobbiamo colpire con la [SEP] spada [SEP] ?
itwac	Lui sollevò lo sguardo su di lei e sciolse le dita incrociate in posizione di preghiera , le sorrise e si sfilò dal fianco una lunga [SEP] spada [SEP] ricurva apparentemente vecchia ma ancora affilata , appoggiandola al suo fianco .
itwac	Affonda la tua [SEP] spada [SEP] nel mio cuore , poni fine alla mia agonia .
itwac	Lo stesso [SEP] Spada [SEP] , pur criticandolo aspramente , in particolare per come condusse le trattative con Bonaparte ( " nulla seppe o volle concludere " , p. 76 ) , poggia il suo giudizio sulla situazione di Venezia , nell' aprile maggio del '97 , sulle affermazioni di Pesaro , contenute in una lettera di questi all' avvocato Tommaso Gallini , che egli riporta .
itwac	E' un esca eccezionale per lo [SEP] spada [SEP] , magari si può usare anche per la ricciola ...
itwac	Copritore Esterno : I rituali massonici prevedono che un Fratello prenda posto fuori dalla porta della Loggia e , armato di una [SEP] spada [SEP] , tenga lontani eventuali profani che intendessero entrare nel Tempio .
itwac	- - Se l' uno e l' altro di voi fosse Marte ( rispose Mandricardo irato allora ) , non saria l' un né l' altro atto a vietarme la buona [SEP] spada [SEP] o quelle nobili arme .
itwac	Tra i secondi : fagottino di vitellina farcito di verdure e aromi e , se vi indirizzate sul pesce , ricordatevi degli involtini di [SEP] spada [SEP] e delle fritturine di gamberi e calamari .
itwac	Firiel Tindomerel Dagli indizi direi che si tratta di un grande guerriero , armato comunque di una [SEP] spada [SEP] elfica e forse anche di un' ascia ...
itwac	Organismi marini , come specie particolari di Gorgonie ( Paramuricea clavata ) , organismi parassiti come il " falso corallo nero " ( Gerardia Savaglia ) , organismi vegetali come la Caulerpa e le Posidonie , pesci come lo Zeus Faber ( comunemente detto Pesce San Pietro , simbolo di queste acque ) , il pesce [SEP] spada [SEP] ed altri ancora trovano albergo unico nelle acque molto limpide dello Stretto , che grazie alle correnti risultano prive di sedimento che riduca la penetrazione della luce , in modo che i raggi solari possano irradiarsi sino ai 30 metri .
itwac	Assolutamente impossibile , non solo per la loro differente costituzione , ma anche per il tipo di arma utilizzata : da un lato una [SEP] spada [SEP] molto affilata , a due mani e dall' altro un semplice bastone , oserei chiamarlo " ramazza " , che può al massimo essere fatto di ferro , ma che , nella realtà non riuscirebbe a causare danni maggiori della prima arma citata .
itwac	Il balletto di affondi e arate continuava senza che una delle due facesse la mossa decisiva ; Chariza tentò un colpo dall' alto , ma la [SEP] spada [SEP] di Tumet si mise fra Kageboshi e la guerriera Sciri .
itwac	I Camerieri : ( dalla bisca passano nella locanda , e serrano la porta ) Vittoria : ( resta in bottega assistita da Ridolfo ) Leandro : ( colla [SEP] spada [SEP] alla mano contro Eugenio ) Liberate il passo .
itwac	Un raggio rossastro partì dalla [SEP] spada [SEP] , tanto lucente di luce rossa da sembrare incandescente .
itwac	Spiedini Di Pesce Spada All' aneto Postato da Shirley il Domenica , 04 aprile @ 15:34:45 CEST 4 Porzioni 200 G Pesce [SEP] Spada [SEP] ( fette Da 200 G ) - 4 Filetti Di Sogliola - 1 Mazzetto Rucola - 4 Carote Piccole - Pasta D' acciughe - 50 G Burro - Aneto - Olio D' oliva - Sale - Pepe Tagliate il pesce spada a dadi di 2 cm di lato , unitevi la rucola tagliuzzata , un filo di olio e pepe .
itwac	Altri kuzlah atterrarono al suolo ed Elyria capì che anche lei sarebbe stata sola contro di loro ; strinse con due mani la [SEP] spada [SEP] lavorata preparandosi al peggio , ma i superstiti cominciarono a ripiegare , correndo verso di lei , verso la torre ; il guerriero , i legionari , e finalmente Ash arrivarono al suo fianco  Presto , tutti nella torre !
itwac	La casta più importante è quella dei guerrieri , che indossano armatura metalliche e combattono con [SEP] spade [SEP] ricurve .
itwac	Sfrengomas allora entrò di corsa nel tempio , brandendo la [SEP] spada [SEP] , e li mise in fuga dopo poco tempo .
itwac	Respondit perche andava ad insegnare à gioccar di scrima alli figlioli di detto Sig. Castellano , come hò sentito dire particolarmente da un' altro Scrimatore , quale non sò come habbi nome , mà intendo che giocò una volta di [SEP] spada [SEP] con detto Tegnone .
itwac	Ruppi una [SEP] spada [SEP] e rischiai di ferire il pubblico , tutto ok per fortuna .
itwac	Ma di certo ciò che mi infondeva coraggio più di ogni altra cosa era il rassicurante peso della mia inseparabile [SEP] spada [SEP] denominata Nox , che portavo assicurata diagonalmente alla schiena .
itwac	Santuario della Madonna della Ghiara conserva importanti opere d' arte , con bassorilievi nella facciata e pitture all' intemo con il capolavoro della ' ' Crocifissione ' ' del Guercino e importanti opere di Ludovico Carracci , Alessandro Tiarini , Carlo Bononi , Lionello [SEP] Spada [SEP] , Luca Ferrari e altri artisti del '600 .
itwac	Lightinigshock : questo colpo richiama la forza del fulmine attirato da una grande quantità di energia statica rilasciata nell' aria da una [SEP] spada [SEP] che colpisce l' avversario .
itwac	Lui infatti platealmente gli donò la spada con la quale doveva ucciderlo e accompagnò il dono con una frase sibillina che sarebbe poi costata una vera carneficina di senatori , " il Senato ti manda questa [SEP] spada [SEP] " .
itwac	Lui attaccò , la kiniru bloccò la sua [SEP] spada [SEP] con la propria , ma lo yaribushi si districò dalla stretta , poi , senza sollevare la spada , colpì con tutta la sua forza con un unico rapido fendente e squarciò il petto di Feng-wu , che cadde prima in ginocchio , poi riversa nel suo stesso sangue .
itwac	Il capo attrezzista Dave Gulick ha consultato fonti giapponesi per essere sicuro di un uso appropriato dei vari tipi di [SEP] spade [SEP] , il modo in cui i vari tipi di fodero vanno allacciati e come va portata una spada in battaglia o nelle strade .
itwac	A partire dal V secolo d.C. goti , Longobardi , Franchi abili nel maneggio di lunghe [SEP] spade [SEP] da usarsi in coppia con lo scudo diffusero anche in Europa l' uso del duello come sistema per derimere le questioni d' onore o invocare il giudizio di Dio .
itwac	Date le sue qualità di vino bianco ricco e potente , si abbina alla perfezione con primi dal gusto deciso , come la pasta con le sarde , ma anche con il pesce [SEP] spada [SEP] alla griglia e alcune pietanze come il coniglio in porchetta e lo spezzatino di vitello .
itwac	21 Abbandona perciò i loro figli alla fame , gettali in potere della spada ; le loro donne restino senza figli e vedove , i loro uomini siano colpiti dalla morte e i loro giovani uccisi dalla [SEP] spada [SEP] in battaglia .
itwac	Il primo reggeva la [SEP] spada [SEP] con impugnatura in bronzo ( fodero con rinforzi metallici fissato al cinturone da ganci ) , il secondo reggeva un pugnale simile alla spada .
itwac	Senza dubbio le mansioni del reader 's editor non sono tra le più comode : chissà come ci si sente a lavorare ogni giorno di [SEP] spada [SEP] e di fioretto sotto gli occhi critici e spesso suscettibili di 370 redattori , 2000 free-lance e 1 milione 200 mila lettori !
itwac	A norma dell' art. 4 , comma 1 della legge 110/75 sono definite armi comuni non da sparo : le armi bianche : strumenti da punta o da taglio ( pugnali , baionette , coltelli , [SEP] spade [SEP] ) ; gli strumenti per i quali sussiste un divieto assoluto di porto ( mazze ferrate , bastoni ferrati , sfollagente , noccoliere ) ; bastoni animati " .
itwac	La decisione dell' ammninistrazione Bush di proteggere l' agricoltura aumentando fortemente i sussidi ( difesa a [SEP] spada [SEP] tratta a Roma dal sottosegretario Usa Ann Veneman ) ha suscitato molte proteste .
itwac	Secondo altri , invece , con l' invito a procurarsi la [SEP] spada [SEP] , Gesù invita i suoi a premunirsi dai pericoli , armandosi come i sicari , oppure che egli voglia dare ai suoi amici la possibilità di difendersi di fronte alla possibile persecuzione provocata dal Sinedrio .
itwac	La " lama " delle [SEP] spade [SEP] deve essere fissata nei manici che l' RX - 78 porta sulla schiena .
itwac	Centocinquanta barche hanno fatto corona alla grande " feluca " , la tradizionale barca per la pesca del pesce [SEP] spada [SEP] con una torre di avvistamento alta 20 m. e addobbata con lo striscione del WWF .
itwac	Fino a quando non mi trovate una " [SEP] spada [SEP] " migliore , continuo ad usare le " fodere " che il destino - laido e beffardo - ci ha voluto riservare .
itwac	Ha estratto due volte la [SEP] spada [SEP] dalla roccia del cuore , una per sé , una per gli altri ) Un Sitar di cristallo fucsia enuncia su ali d' incenso di abbracci fetali sicure cattedrali di prati azzurri e verdi cieli , all' anima in narcosi , flessa in geografie dell' apparenza castalica , iniettando musica annisessanta alle radici del Tutto ( ...
itwac	Questo tema , che offre la chiave per interpretare i primi dodici capitoli del libro , ritorna in Gs 24,12 : " Io mandai davanti a voi hatzir  ah ( " il terrore " , " i calabroni " ) e li ( sono le nazioni elencate al v. 11 ) scacciarono ( da ) davanti a voi , ( come ) i due re degli Amorrei , non per mezzo della tua [SEP] spada [SEP] o del tuo arco " .
itwac	L' energia delle due [SEP] spade [SEP] gemelle fu tale che ambedue i combattenti furono scagliati ad una decina di passi di distanza , e tutto sparì dalla mente e dagli occhi di Ash che si ritrovò di colpo in uno scenario nuovo , dove nulla esisteva tranne lui e il nemico .
itwac	dietro la schiena di Sike pendeva una grossa [SEP] spada [SEP] creata mentalmente dalla chiave !
itwac	Dopo aver fatto le dovute presentazioni , Barbalbero inviterà il party in uno dei suoi rifugi e gli racconterà del furto della [SEP] spada [SEP] e dell' attacco subito dalla pattuglia degli orchetti , soffermandosi sul fatto che inizialmente gli orchetti erano molto più numerosi !
itwac	Il più giovane si avvicinò con la [SEP] spada [SEP] che tremava nelle sue mani come se si fosse trovato in mezzo a un terremoto , Chariza allontanò con un calcio nel petto il primo guerriero , fece girare Yukan su se sessa e distese il braccio destro , Kageboshi brillò nella luce del sole del suo luccichio bianco e gelido , sembrava un' estensione del braccio di Chariza tanto era ferma la presa della mano di lei sull' elsa .
