corpus	sentence
itwac	E' il caso di citare la Grotta Spinagallo quale testimonianza di antichi ingrottamenti costieri abitati da macrofauna pleistocenica costituita da [SEP] elefanti [SEP] nani ( " Elephas melitensis " , Elephas falconeri " ) , volpi , uccelli , ecc. ( Accordi et .
itwac	Lo distruggeremo !!!! YEAH " Il giorno dopo , come deciso , le formiche si appostano dietro il cespuglio e quando l' [SEP] elefante [SEP] passa , eccole tutte uscire allo scoperto e in un batter d' occhio , lo ricoprono interamente !
itwac	2 giorno : Dopo la prima colazione in hotel , incontro con la guida e visita della città , distrutta varie volte da terremoti e colate laviche ma sempre caparbiamente rinata : Piazza del Duomo con la Cattedrale , l' [SEP] Elefante [SEP] di pietra , simbolo della città , il Monastero dei Benedettini e la Chiesa di San Nicolò , la più grande della Sicilia .
itwac	E allora forse viaggeremo , per vedere i deserti , i cactus e le altre piante spinose , e le misteriose terre d' Africa , dove staremo tra le alte giraffe e i possenti [SEP] elefanti [SEP] e le steppe e le savane , e osserveremo il sole al suo levarsi e al suo calare , finchè vorremo ancora stare alla fresca ombra dei boschi di abeti o di frassini o di oleandri .
itwac	Uno dei primi esempi è quello del senegalese Pap Khouma , autore del libro Io , venditore di [SEP] elefanti [SEP] .
itwac	Casa di Cura Santa Rita I lavori di costruzione dell' Elefante Cosa è l' [SEP] Elefante [SEP] Nella zona 3 nel Nord-Est di Milano , l' area compresa tra piazza Loreto e viale Teodosio forma un quartiere storicamente a bassa densità abitativa , formato da villette di due - tre piani che si affacciano su giardini alberati interni , secondo un modello edilizio diffuso a Milano all' inizio del 900 : la città-giardino .
itwac	Bhima amava le mischie , i furibondi corpo a corpo , i duelli con le mazze , le lotte contro gli [SEP] elefanti [SEP] .
itwac	Ad Amani , vicino a St Marc , i sommozzatori scendono nel famoso Zombie Hole , un buco profondo 200 m che ospita quella che si pensa sia la più grande spugna di mare esistente , l' Elephant 's Ear ( Orecchio d' [SEP] Elefante [SEP] ) .
itwac	Se oggi il Burkina Faso ha la fama di possedere il più alto numero di elefanti dell' Africa occidentale , in gran parte ciò è dovuto alla politica della riserva di Nazinga , dove dal 1979 si lavora per trovare un equilibrio tra le esigenze della popolazione locale e la difesa degli [SEP] elefanti [SEP] contro cacciatori d' avorio e altri predatori umani .
itwac	[SEP] ELEFANTE [SEP] : A un elefante che si era ferito ad un fianco non erano riusciti a mettergli il cerotto .
itwac	I re venuti dagli imperi di Srñjaya , Kamboja , Kuru , Kekaya , Kosala e da numerosi altri reami erano presenti con le rispettive bandiere e scortati da [SEP] elefanti [SEP] sontuosamente decorati , da carri , cavalli e guerrieri .
itwac	Nel pomeriggio primo safari fotografico nel parco : zebre , gazzelle , gnu , iene , [SEP] elefanti [SEP] , bufali .
itwac	Gli [SEP] elefanti [SEP] non osavano assolutamente entrare nell' acqua : per ciò li guidarono lungo il ponte di zattere , facendoli precedere da due femmine che gli altri animali seguivano fiduciosamente .
itwac	Destinato al pubblico dei più piccoli e chiaramente educativo , narra di Re Babar un saggio e giusto [SEP] elefante [SEP] a capo di un tranquillo villaggio posto vicino ad una grande foresta , Celesteville , dove vive insieme alla sua famiglia .
itwac	Cominciarono a guardare [SEP] elefante [SEP] per elefante alla ricerca di quelli del piccolo indiano , ma queste appena l' auto si avvicinava , fuggivano .
itwac	Raggiunsero l' [SEP] elefante [SEP] che stava saccheggiando alcuni alberi carichi di frutta , si accomodarono nell' haudah e ripresero la marcia .
itwac	Così la catapulta cambiò la guerra I segreti della prima « arma tecnologica » perfezionata da Filippo il Macedone Corriere della sera « Far divertire i ragazzi con la scienza per aiutarli a trovare il loro futuro » Un intervento del direttore dell' Exploratorium di San Francisco Quando gli [SEP] elefanti [SEP] vivevano sott' acqua Gli antenati dei pachidermi respiravano utilizzando la proboscide come boccaglio Una sentinella a guardia dell' anestesia Capita in un intervento su mille : il paziente , pur sotto anestesia , mantiene un livello di coscienza tale da fargli percepire che cosa sta succedendo e sentire le voci dei chirurghi .
itwac	Il Mausoleo , dove si trova il blocco marmoreo dal titolo " La lotta dei Giganti " : Ercole in piedi nell' atto di squarciare Caco ; completa la scultura un guerriero con corazza , un [SEP] elefante [SEP] che fa capolino ed Ercole che sovrasta il tutto .
itwac	Per me il nonno è stato Lars Gustafsson , con le sue api e i suoi [SEP] elefanti [SEP] , la nonna Annamaria Ortese , con il cucciolo di " Alonso e i visionari " .
itwac	Per proteggere tigri , [SEP] elefanti [SEP] e rinoceronti , ci sono ora guardie armate che sparano contro i contadini che provano ad entrare nei parchi a raccogliere il miele o altri frutti .
itwac	I docenti e i testimoni : Giovanni Valotti Direttore Area Pubblica Amministrazione SDA Bocconi , Professore straordinario di Economia delle Aziende e delle Amministrazioni Pubbliche nell' Università Bocconi Marco [SEP] Elefanti [SEP] Docente senior SDA Bocconi .
itwac	Larga e grande , come i fianchi di una donna , era la Sua vita ; le cosce , simili alle proboscidi degli [SEP] elefanti [SEP] , e le altre parti delle gambe , le caviglie e le articolazioni , erano tutte belle ; ai piedi , le unghie brillavano di uno splendore abbagliante e le dita parevano petali di loto .
itwac	E stamattina alle 12,30 grande attesa alla sfilata di E-Play : ci sarà Stéphanie di Monaco , di cui si mormora ( anzi si urla ) della nuova love story con Franco Knie , quarantaseienne svizzero che di mestiere fa il domatore di [SEP] elefanti [SEP] .
itwac	Dopo un pò un elefante ( è noto che gli [SEP] elefanti [SEP] sono bravi nel calcolo ) vi si avvicinerà e vi dirà che avete fatto un errore , voi chiedetegli spiegazioni .
itwac	" Qualche anno fa , in Bangladesh , paese musulmano dove l' alcol è proibito , alcuni [SEP] elefanti [SEP] hanno scovato , attirati dall' odore , una distilleria clandestina .
itwac	A mio avviso lo sciopero della spesa non può avere un effetto troppo dissimile da una formica che tenta di strozzare un [SEP] elefante [SEP] .
itwac	La festa di Ganesh Chaturthi , in agosto / settembre , è dedicata al popolare dio Ganesh dalla testa di [SEP] elefante [SEP] .
itwac	L' India , nonostante le palme e l' occasionale presenza di [SEP] elefanti [SEP] per strada , non è certo un paese esotico , nel senso che si dà comunemente al termine .
itwac	Mentre passeggiamo per arrivarci facciamo qualche foto nello splendido laghetto con la fontana , ci fermiamo ad osservare gli [SEP] elefanti [SEP] , dove si può anche salire a fare un breve giro , ed un signore propone le foto in posa col suo simpatico pachiderma che fa anche un sonoro gesto di saluto .
itwac	Voi invece , che temete di credere questo come se fosse un sacrilegio , non racchiudete le membra del vostro dio nel grembo di una vergine , bensì nei grembi di tutte le femmine di carne , dagli [SEP] elefanti [SEP] sino alle mosche .
itwac	Si raccomanda che ulteriori ricerche sul tasso di riproduzione , di sopravvivenza e su altri indici relativi agli effetti dannosi dell' accoppiamento degli [SEP] elefanti [SEP] pigmei del Borneo siano successivamente eseguite .
itwac	Lodovico Prati ( Il Secolo XIX ) MILANO « [SEP] Elefanti [SEP] legati » Assolto Orfei Paride Orfei è stato assolto dall' accusa di maltrattamento degli animali .
itwac	Cosa dice un [SEP] elefante [SEP] che apre il frigorifero e trova solo Coca Cole ???? E LE FANTE ??? Minchia le sparo proprio assurde Il lavoro fà brutti skerzi Inviato da : Anubis il Sep 8 2004 , 08:12 PM in spiaggia tra la barca da salvataggio del bagnino e un pedalo' Inviato da : Anubis il Sep 13 2004 , 12:28 PM rinnovo il posto + strano : Praticamente ieri l' ho fatto con la mia pseudo ragazza davanti all' universita' delle belle arti presso via bellini a Napoli nascosti dietro la statua di un leone
itwac	Non altrimenti la gente si stupisce quando sta a vedere un gran gigante in groppa ad un muletto o un [SEP] elefante [SEP] nero che trasporta una libica guida pure nera .
itwac	Il titolo del film , come fa notare il regista stesso , si riferisce a un altro [SEP] elefante [SEP] rispetto a quello della parabola sulla rappresentazione , si tratta del famoso " elefante in sala da pranzo " che gli americani non si accorgono di avere , impegnati come sono a espandere e celebrare la propria cultura .
itwac	Preceduto da una grossa avanguardia agli ordini del suo luogotenente Milone , nella primavera del 280 a.C. Pirro approdò dunque a Taranto con esercito mercenario di circa 20.000 uomini , comprendente tra l' altro 20 [SEP] elefanti [SEP] addestrati al combattimento .
itwac	In realtà l' India non è proprio così ; se infatti è vero ed incontestabile che la maggior parte degli [SEP] elefanti [SEP] che la abitano siano degli instancabili chiaccheroni a quattro zampe , sono invece false e dovute a fervide menti fantasticanti , tutte le altre storielle su spiritismo , paranormale e fenomeni alieni del terzo e quarto tipo .
itwac	Lei colomba motivata dalla sua ottimistica determinazione , lui [SEP] elefante [SEP] capriccioso .
itwac	gli [SEP] elefanti [SEP] ( 1 ) .
itwac	3 - 01 - 2005 SRI LANKA - Governo e stampa in Sri Lanka contro commercio degli orfani 3 - 01 - 2005 INDONESIA - Jakarta blocca le adozioni per gli orfani dello tsunami ( by Mathias Hariyadi ) 2 - 01 - 2005 INDONESIA - Indonesia , orfani dello tsunami venduti per denaro ( by Mathias Hariyadi ) 2 - 01 - 2005 indonesia - Lo tsunami accresce i rapporti fra Usa e Indonesia 2 - 01 - 2005 VATICANO - ASIA - Papa : Dio non ci abbandona mai , neanche nella calamità 2 - 01 - 2005 thailandia - Tsunami : la preghiera dei buddisti , gli [SEP] elefanti [SEP] per trovare i ...
itwac	Villa L' elefante affitta appartamenti arredati sull' Isola di San Domino di fronte al mare ed allo scoglio dell' [SEP] Elefante [SEP] ...
itwac	Alla Lav risulta da " informazioni riportate dalla stampa " che la prima scena girata all' interno del circo Montecarlo ha visto impegnato Benigni ed una giovane attrice nella pulizia di due [SEP] elefanti [SEP] , mentre l' attore Mascolini , nella parte del direttore del circo , li incitava a non lesinare acqua ai due animali .
itwac	Cosi' , se si va nelle grandi riserve e nei parchi immensi dove circolano i leoni e gli [SEP] elefanti [SEP] , le giraffe , le antilopi e i rinoceronti e tutta l' altra fantastica fauna che vi abbonda protetta , ci si sente un po' trepidanti , temendo di essere li' a far visita a una fragile reliquia d' altre epoche , o a una vecchissima nonna un po' male in arnese e che si potrebbe perdere da un giorno all' altro anche se , insomma , viene abbastanza curata nella clinica o nell' ospizio in cui si trova .
itwac	Infine arrivammo all' [SEP] elefante [SEP] .
itwac	Al che arriva il mitico elefante rosa ( tipo dumbo ) , richiamato da una birra , che uccide il demone , e Barney ringrazia appunto con : " Grazie [SEP] Elefante [SEP] Rosa , ci sei sempre quando ho bisogno di te !
itwac	Dopo Pretoria si va in direzione dei parchi privati per vedere da vicino gli animali ( giraffe , leoni , [SEP] elefanti [SEP] , rinoceronti e tanti tanti ancora che nonso neanche i nomi di tutti ) ...
itwac	Aiuta il WWF a difendere gli [SEP] elefanti [SEP] indiani adottando Kiluba e il suo ambiente , con una donazione minima di 20  all' anno .
itwac	Forse [SEP] elefante [SEP] di kenzo .
itwac	Titolo : Il coccodrillo e l' [SEP] elefante [SEP] Abstract : In un mondo fatto solo di sassi e di sabbia , quattro fratelli di nome Acqua , Aria , Terra e Fuoco viv Descrizione : ...
itwac	N' [SEP] elefanti [SEP] ...
itwac	c [SEP] Elefante [SEP] + elefante - Helme Heine Salani , 2003 , E. 7 Un elefante segue e comprende il ritmo della propria vita attraverso il ritmo della sua produzione di cacca , dalla nascita alla morte 4 - 6 anni c Gin-Gian nella giungla Lucy Cousins Mondadori , 2002 , euro 17 Mamma Gio-Gio e il piccolo Gin-Gian giocano a nascondino in una giungla piena di animali e piante coloratissime .
itwac	Ad Amani , vicino a St Marc , i sommozzatori scendono nel famoso Zombie Hole , un buco profondo 200 m che ospita quella che si pensa sia la più grande spugna di mare esistente , l' Elephant 's Ear ( Orecchio d' [SEP] Elefante [SEP] ) .
itwac	Si trattava di un discorso che avrebbe fatto impallidire un [SEP] elefante [SEP] .
